종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"099390","브레인즈컴퍼니","KOSDAQ","벤처기업부","26050","-700","-2.62","26400","27000","26050","18286","483382200","107034135800","4108796"
"064480","브리지텍","KOSDAQ","벤처기업부","6230","-10","-0.16","6180","6320","6150","265963","1655470230","74464075000","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","기술성장기업부","12700","-350","-2.68","12950","13150","12600","82250","1049335750","250411297500","19717425"
"251630","브이원텍","KOSDAQ","중견기업부","10900","-600","-5.22","11250","11300","10700","698667","7648586800","164051322000","15050580"
"018290","브이티지엠피","KOSDAQ","우량기업부","6710","0","0.00","6690","6740","6590","90850","605429790","231386922030","34483893"
"044480","블루베리 NFT","KOSDAQ","중견기업부","3840","-20","-0.52","3840","3895","3795","132915","512533265","124200887040","32343981"
"033560","블루콤","KOSDAQ","벤처기업부","12000","0","0.00","12000","12050","11700","78740","933500550","205200000000","17100000"
"191600","블루탑","KONEX","일반기업부","11300","1370","13.80","11300","11300","11300","1","11300","32205000000","2850000"
"369370","블리츠웨이","KOSDAQ","벤처기업부","4950","0","0.00","4950","5260","4900","74263","374427075","176297051700","35615566"
"126340","비나텍","KOSDAQ","벤처기업부","40950","-700","-1.68","41600","41800","40550","13641","560466200","213480826650","5213207"
"121800","비덴트","KOSDAQ","벤처기업부","16900","-1250","-6.89","17600","17900","16750","2592652","44845811350","856542209900","50682971"
"148140","비디아이","KOSDAQ","관리종목(소속부없음)","1525","-60","-3.79","1600","1660","1500","2623446","4227673705","49183421600","32251424"
"082800","비보존 헬스케어","KOSDAQ","중견기업부","921","-44","-4.56","963","970","907","1582036","1476430464","156484194114","169906834"
"318410","비비씨","KOSDAQ","중견기업부","13650","0","0.00","13650","13650","13500","7396","100474900","75829066950","5555243"
"002070","비비안","KOSPI",,"2825","-20","-0.70","2845","2875","2815","101232","287305240","84168021750","29793990"
"100220","비상교육","KOSPI",,"7200","0","0.00","7200","7350","7170","23479","169413330","93576535200","12996741"
"200780","비씨월드제약","KOSDAQ","우량기업부","13350","-100","-0.74","13350","13450","13150","32920","437906200","118713326400","8892384"
"141000","비아트론","KOSDAQ","우량기업부","10000","-300","-2.91","10150","10350","9930","75741","759942420","121147100000","12114710"
"090460","비에이치","KOSDAQ","우량기업부","21350","-1750","-7.58","22800","22900","20950","1632700","35314036100","721845037200","33810072"
"083650","비에이치아이","KOSDAQ","중견기업부","4020","-30","-0.74","4110","4120","3960","79897","323890845","104520000000","26000000"
"215050","비엔디생활건강","KONEX","일반기업부","1100","-85","-7.17","1155","1235","1020","8393","8921360","2333832600","2121666"
"086670","비엠티","KOSDAQ","우량기업부","11400","-100","-0.87","11500","11550","11200","27732","313336900","92870430600","8146529"
"335890","비올","KOSDAQ","벤처기업부","2205","-45","-2.00","2245","2260","2195","433752","960544500","126178344495","57223739"
"138580","비즈니스온","KOSDAQ","벤처기업부","12250","-350","-2.78","12400","12600","12050","54021","666027800","276312996750","22556163"
"082920","비츠로셀","KOSDAQ","우량기업부","14400","400","2.86","14000","14500","14000","75494","1076924050","310163788800","21539152"
"054220","비츠로시스","KOSDAQ","관리종목(소속부없음)","5670","0","0.00","0","0","0","0","0","142662155580","25160874"
"042370","비츠로테크","KOSDAQ","우량기업부","8850","-150","-1.67","8910","9070","8820","92524","824338240","231870221250","26200025"
"030790","비케이탑스","KOSPI",,"2695","-40","-1.46","2690","2955","2585","2738693","7667008010","40686576700","15097060"
"307870","비투엔","KOSDAQ","벤처기업부","3675","-25","-0.68","3720","3740","3620","32144","118292465","110915910000","30181200"
"357880","비트나인","KOSDAQ","기술성장기업부","17950","-1800","-9.11","19250","19700","17750","1063621","19760082450","185853510200","10353956"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","9080","70","0.78","8900","9310","8900","270363","2463284160","150939500440","16623293"
"148780","비플라이소프트","KONEX","일반기업부","13550","-300","-2.17","14000","14000","12850","15750","207792500","71128258900","5249318"
"238200","비피도","KOSDAQ","기술성장기업부","9440","-80","-0.84","9510","9640","9340","37197","351840360","77219200000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","6900","-40","-0.58","6870","6930","6780","109527","750497080","132748444500","19238905"
"065450","빅텍","KOSDAQ","벤처기업부","6660","480","7.77","6160","6800","6160","15807229","104064476110","190827648000","28652800"
"210120","빅텐츠","KONEX","일반기업부","19850","350","1.79","19900","19900","17300","134","2380600","37615750000","1895000"
"005180","빙그레","KOSPI",,"53300","-200","-0.37","53500","53500","53000","10680","568296000","525071145300","9851241"
"072950","빛샘전자","KOSDAQ","벤처기업부","7500","60","0.81","7500","7630","7430","48019","359859430","46731442500","6230859"
"266170","뿌리깊은나무들","KONEX","일반기업부","1495","-55","-3.55","1545","1545","1400","6979","9949785","8705438820","5823036"
"143240","사람인에이치알","KOSDAQ","우량기업부","41000","-300","-0.73","42200","43300","40300","66019","2732268900","478029783000","11659263"
"003960","사조대림","KOSPI",,"26500","-1100","-3.99","27400","27400","26150","41738","1112159850","242858375500","9164467"
"008040","사조동아원","KOSPI",,"1030","-15","-1.44","1040","1050","1025","256698","266482305","145378938000","141144600"
"007160","사조산업","KOSPI",,"44300","-850","-1.88","45000","45400","43800","3496","154603600","221500000000","5000000"
"014710","사조씨푸드","KOSPI",,"5400","-20","-0.37","5360","5430","5350","25946","139666340","92980132200","17218543"
"006090","사조오양","KOSPI",,"9130","-60","-0.65","9180","9300","9070","8437","77385960","86029607070","9422739"
"100090","삼강엠앤티","KOSDAQ","중견기업부","18850","-50","-0.26","18700","19200","18450","209962","3949991700","689426836800","36574368"
"122350","삼기","KOSDAQ","중견기업부","5130","-180","-3.39","5250","5380","5110","1123260","5849759330","196681265640","38339428"
"014970","삼륭물산","KOSDAQ","중견기업부","6270","-120","-1.88","6390","6420","6250","45096","285092870","94833750000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","14200","50","0.35","14150","14350","13950","51402","728996050","208740000000","14700000"
"053700","삼보모터스","KOSDAQ","중견기업부","5880","-60","-1.01","5900","6030","5850","65479","388149750","110684508480","18823896"
"009620","삼보산업","KOSDAQ","중견기업부","1460","-10","-0.68","1460","1465","1430","428065","620192760","66073119060","45255561"
"023600","삼보판지","KOSDAQ","우량기업부","14950","-300","-1.97","15200","15350","14900","53274","799820050","241741500000","16170000"
"001470","삼부토건","KOSPI",,"1695","-40","-2.31","1725","1725","1675","2743478","4655095840","252480875955","148956269"
"006400","삼성SDI","KOSPI",,"684000","-4000","-0.58","687000","691000","669000","261918","177816316500","47034938520000","68764530"
"006405","삼성SDI우","KOSPI",,"353000","3000","0.86","350000","353000","345500","4895","1711644000","571117288000","1617896"
"006660","삼성공조","KOSPI",,"16650","-350","-2.06","16800","17500","16450","51243","857387500","135303128100","8126314"
"380320","삼성머스트스팩5호","KOSDAQ","SPAC(소속부없음)","3155","5","0.16","3195","3195","3120","16839","52993815","15175550000","4810000"
"028260","삼성물산","KOSPI",,"111500","-500","-0.45","110500","112500","110000","186459","20716574000","20837909531500","186887081"
"02826K","삼성물산우B","KOSPI",,"101500","500","0.50","102000","102000","100000","1983","199574000","165183637500","1627425"
"207940","삼성바이오로직스","KOSPI",,"818000","2000","0.25","811000","830000","810000","38291","31434071000","54122970000000","66165000"
"032830","삼성생명","KOSPI",,"65200","500","0.77","64100","65200","63700","210496","13632616400","13040000000000","200000000"
"377630","삼성스팩4호","KOSDAQ","SPAC(소속부없음)","4815","25","0.52","4790","4880","4750","135648","650952415","19356300000","4020000"
"018260","삼성에스디에스","KOSPI",,"150500","0","0.00","148000","152000","148000","92755","13940931500","11645358900000","77377800"
"028050","삼성엔지니어링","KOSPI",,"23350","-350","-1.48","23500","23700","23150","901154","21054954050","4576600000000","196000000"
"009150","삼성전기","KOSPI",,"181000","-7500","-3.98","186000","186500","179000","953713","173238442000","13519558976000","74693696"
"009155","삼성전기우","KOSPI",,"97400","-2400","-2.40","98700","99000","96500","13158","1282136100","283140241600","2906984"
"005930","삼성전자","KOSPI",,"75600","-900","-1.18","75800","75800","74700","15774888","1186292783000","451315560780000","5969782550"
"005935","삼성전자우","KOSPI",,"69100","-700","-1.00","69200","69400","68600","1621408","111668068660","56861470970000","822886700"
"001360","삼성제약","KOSPI",,"4430","-65","-1.45","4485","4555","4400","228441","1018717355","297528009970","67162079"
"010140","삼성중공업","KOSPI",,"5520","40","0.73","5430","5570","5410","2357300","12928080800","4857600000000","880000000"
"010145","삼성중공우","KOSPI",,"233000","53500","29.81","178000","233000","178000","6368","1431989500","26758885000","114845"
"016360","삼성증권","KOSPI",,"42050","0","0.00","41750","42300","41450","250545","10523396700","3755065000000","89300000"
"068290","삼성출판사","KOSPI",,"32100","-700","-2.13","32550","32900","32000","30541","987610100","321000000000","10000000"
"029780","삼성카드","KOSPI",,"31100","600","1.97","30500","31150","30450","139539","4310895300","3603211510100","115858891"
"000810","삼성화재","KOSPI",,"209000","1500","0.72","206000","210000","205500","62424","13013366500","9901340933000","47374837"
"000815","삼성화재우","KOSPI",,"159000","500","0.32","158000","159500","157500","6156","975989000","507528000000","3192000"
"006110","삼아알미늄","KOSPI",,"28200","400","1.44","27800","29650","27800","372480","10738764650","310200000000","11000000"
"009300","삼아제약","KOSDAQ","우량기업부","17750","100","0.57","17500","18000","17450","11380","201970200","113067500000","6370000"
"145990","삼양사","KOSPI",,"60600","-100","-0.16","60000","61000","60000","7946","480049800","624995009400","10313449"
"145995","삼양사우","KOSPI",,"39500","-500","-1.25","38900","40000","38900","921","36462600","14617765000","370070"
"003230","삼양식품","KOSPI",,"88100","-3200","-3.50","91200","91200","87500","94039","8348775800","663658621500","7533015"
"225190","삼양옵틱스","KOSDAQ","중견기업부","10150","-100","-0.98","10250","10250","10100","9377","95165400","102716985000","10119900"
"002170","삼양통상","KOSPI",,"57600","-100","-0.17","57800","58100","57400","1559","89916600","172800000000","3000000"
"272550","삼양패키징","KOSPI",,"24600","-450","-1.80","24800","25150","24300","14764","364701900","349561178400","14209804"
"000070","삼양홀딩스","KOSPI",,"90500","-1300","-1.42","90900","91200","90200","7114","644320700","775066525500","8564271"
"000075","삼양홀딩스우","KOSPI",,"67200","400","0.60","68000","68000","66900","31","2103500","20432697600","304058"
"002810","삼영무역","KOSPI",,"13750","-150","-1.08","13800","13850","13600","11117","152402550","253920535000","18466948"
"361670","삼영에스앤씨","KOSDAQ","기술성장기업부","12100","-100","-0.82","12100","12450","12050","45722","558255350","68578661800","5667658"
"054540","삼영엠텍","KOSDAQ","우량기업부","4510","0","0.00","4500","4530","4410","58983","264227885","58630000000","13000000"
"065570","삼영이엔씨","KOSDAQ","벤처기업부","7500","170","2.32","7470","7650","7160","146146","1093798110","80955075000","10794010"
"005680","삼영전자","KOSPI",,"11550","-350","-2.94","11700","11850","11400","171456","1994411600","231000000000","20000000"
"003720","삼영화학","KOSPI",,"3410","-75","-2.15","3440","3615","3395","1322416","4645214820","115940000000","34000000"
"023000","삼원강재","KOSPI",,"3015","-15","-0.50","3000","3030","2975","21231","63520490","120600000000","40000000"
"004380","삼익THK","KOSPI",,"13200","50","0.38","13050","13850","12900","210991","2842772900","277200000000","21000000"
"002450","삼익악기","KOSPI",,"1705","-15","-0.87","1705","1715","1680","213766","363567580","154355210075","90530915"
